carat,cut,color,clarity,depth,table,price
1.01,Premium,D,SI2,61.8,60.0,4672
0.65,Fair,I,VS2,65.1,55.6,1659
0.7,Ideal,D,SI1,61.0,59.0,2804
0.57,Premium,E,SI1,62.5,57.0,1429
0.54,Ideal,D,SI1,60.8,57.0,1662
1.01,Fair,D,SI2,64.6,62.0,4538
0.55,Ideal,F,VS2,61.2,55.0,1698
0.47,Ideal,G,IF,62.1,54.0,1814
0.32,Ideal,D,VVS1,61.8,56.0,910
1.12,Premium,D,SI2,60.5,59.0,5233
1.08,Premium,F,SI2,62.6,56.0,4488
0.35,Very Good,E,VS2,61.9,61.0,716
0.32,Premium,H,SI1,62.0,58.0,591
2.43,Premium,G,I1,61.7,60.0,9716
0.38,Ideal,D,VVS2,61.2,57.0,1289
1.02,Ideal,H,SI2,61.6,56.0,3927
0.5,Premium,D,VS2,62.8,58.0,1845
1.03,Good,G,SI2,63.7,60.0,3929
0.74,Ideal,G,VS1,60.9,55.0,3635
1.53,Ideal,E,SI1,61.2,58.0,13324
0.64,Ideal,H,VVS1,61.1,55.0,2084
2.13,Premium,J,VS2,59.6,59.0,15110
0.37,Premium,E,SI1,61.8,58.0,649
0.9,Ideal,G,VVS1,62.9,56.0,6237
0.31,Premium,G,VVS2,60.0,62.0,907
0.54,Premium,G,SI2,61.4,59.0,1195
0.4,Ideal,G,VS2,62.9,56.0,1035
1.21,Ideal,G,VVS2,62.0,56.0,10378
0.72,Good,F,SI1,63.4,58.0,2647
0.9,Very Good,H,VS2,63.6,58.0,4258
1.33,Ideal,H,VS2,59.5,57.0,8385
0.51,Very Good,H,VS2,61.4,55.8,1436
0.33,Premium,G,SI1,61.1,59.0,631
1.02,Ideal,E,VS1,62.2,54.0,8303
1.77,Ideal,D,SI2,60.9,53.0,10051
0.85,Very Good,F,VS2,62.2,56.0,3705
1.0,Ideal,E,SI2,61.9,56.0,4766
0.25,Very Good,E,VS2,59.7,61.0,409
1.5,Very Good,I,VS2,63.3,55.0,9533
1.03,Premium,E,VS2,61.3,61.0,5906
0.38,Ideal,F,VS2,61.2,57.0,693
0.31,Very Good,H,SI1,61.1,55.0,446
1.02,Very Good,H,VS2,62.4,57.0,5565
0.35,Ideal,E,VS1,62.3,57.0,747
1.0,Ideal,E,VS2,62.5,57.0,7177
0.91,Premium,D,SI1,62.8,59.0,4476
0.42,Very Good,D,SI1,61.5,58.0,756
0.54,Premium,F,SI2,61.8,61.0,1097
0.3,Premium,F,VS2,61.4,60.0,605
1.03,Ideal,F,VS2,61.4,58.0,6809
0.36,Very Good,F,SI1,60.3,58.0,600
0.31,Very Good,H,VVS2,61.9,58.0,625
0.9,Very Good,I,SI1,61.0,58.0,3407
0.73,Ideal,D,VVS2,62.2,56.0,4252
0.7,Ideal,H,VS2,63.0,55.0,2536
0.31,Very Good,E,VVS2,64.2,55.0,721
0.7,Good,E,SI1,63.2,57.0,2496
1.6,Premium,G,VVS1,61.5,58.0,17204
1.05,Premium,J,SI2,60.9,60.0,3457
0.31,Ideal,H,VVS2,62.2,55.0,625
2.2,Very Good,H,SI2,63.3,57.0,11088
0.36,Good,H,VS2,63.5,54.0,568
1.2,Good,F,VS1,64.0,56.0,6209
0.7,Very Good,G,VS2,63.1,58.0,2479
1.63,Ideal,G,VS1,61.7,55.0,15840
0.57,Ideal,G,VS1,62.1,56.0,1949
0.91,Premium,F,SI1,62.1,56.0,4204
0.36,Ideal,H,VS2,60.8,56.0,587
0.31,Very Good,E,VVS2,60.8,55.0,816
0.46,Good,D,VS2,63.2,56.0,1205
0.89,Ideal,E,SI2,62.4,56.0,3429
1.83,Very Good,F,SI1,63.2,56.0,11782
0.74,Ideal,E,SI2,60.9,57.0,2594
1.28,Ideal,G,I1,61.6,57.0,4428
1.51,Good,H,VS2,64.0,59.0,10000
0.31,Ideal,I,SI1,62.1,54.0,436
1.56,Good,F,SI2,57.5,58.0,9784
1.04,Ideal,G,SI2,61.9,58.0,4973
0.3,Ideal,H,SI1,60.9,58.0,450
0.76,Very Good,F,SI2,62.7,55.0,2469
0.4,Ideal,F,VVS2,61.7,55.0,1163
0.53,Very Good,F,IF,59.6,58.0,2395
0.71,Very Good,F,I1,63.2,55.0,1448
1.03,Good,H,SI1,63.3,57.0,4843
0.5,Good,E,VVS2,58.9,61.0,2183
0.26,Ideal,I,VS1,62.1,55.0,434
1.2,Ideal,F,SI1,61.5,53.0,7463
1.01,Good,E,SI2,58.7,63.0,4685
0.75,Ideal,D,SI2,61.3,56.0,2773
0.3,Ideal,H,VS1,62.9,54.0,675
1.02,Ideal,F,VS1,61.2,57.0,8024
0.31,Premium,H,VVS2,61.2,59.0,625
0.32,Ideal,E,VVS2,61.3,54.0,779
1.71,Fair,F,SI2,64.9,57.0,8714
0.7,Ideal,G,SI1,61.3,56.0,2480
0.28,Very Good,G,VVS1,61.9,55.0,586
0.42,Premium,G,VS2,60.6,59.0,847
0.31,Ideal,D,VVS2,61.0,56.0,853
1.07,Premium,H,SI1,63.0,57.0,5465
0.52,Ideal,G,VVS1,61.9,54.4,1936
2.22,Ideal,G,SI2,62.6,57.0,14637
0.54,Ideal,E,VS2,61.1,57.0,1825
0.31,Premium,F,VS2,62.3,60.0,625
1.09,Ideal,E,VS1,61.3,56.0,8809
0.42,Ideal,I,SI1,61.6,55.0,690
0.5,Ideal,E,SI1,61.3,56.2,1601
2.0,Good,E,SI2,57.6,63.0,16206
1.01,Premium,I,SI2,59.6,62.0,3665
1.75,Premium,F,SI2,58.0,59.0,8820
0.31,Premium,F,VS2,62.0,58.0,625
1.2,Good,E,VS2,61.8,61.0,8563
0.71,Ideal,F,VS2,62.2,56.0,2915
0.38,Ideal,D,VVS2,60.3,57.0,1060
0.3,Premium,D,VVS2,60.7,59.0,741
0.53,Premium,I,VVS1,63.0,56.0,1607
0.3,Ideal,G,SI2,61.8,57.0,422
0.3,Ideal,G,VVS2,61.5,57.0,878
0.35,Ideal,I,IF,61.1,56.0,715
0.56,Ideal,H,SI2,60.7,56.0,1571
1.53,Very Good,E,SI2,59.3,58.0,11069
0.37,Ideal,I,VS1,60.8,56.0,603
0.25,Premium,F,VVS2,62.0,59.0,740
0.31,Premium,G,VVS1,62.2,59.0,816
1.07,Ideal,H,VS1,60.2,57.0,5063
0.32,Very Good,H,VVS2,62.4,56.0,596
1.07,Very Good,I,VS2,62.5,56.0,4873
0.59,Very Good,D,SI2,62.7,58.0,1419
0.5,Premium,E,VS2,61.8,58.0,1624
0.52,Very Good,D,SI1,60.5,61.0,1408
0.79,Very Good,D,SI2,62.8,59.0,2823
0.3,Very Good,G,IF,60.5,58.0,743
1.01,Very Good,H,SI1,63.4,55.0,4249
0.66,Premium,E,VS1,60.8,59.0,2433
0.3,Premium,H,VVS2,63.0,56.0,776
1.24,Premium,J,SI2,62.2,58.0,4666
1.02,Ideal,G,SI1,62.2,56.0,5044
1.67,Ideal,I,VS1,61.6,59.0,11975
0.4,Ideal,G,VVS1,62.4,57.0,1123
0.46,Good,I,VVS1,63.5,57.0,1089
0.57,Ideal,E,VS2,61.6,56.0,1949
0.42,Ideal,D,SI1,61.5,56.0,810
0.43,Ideal,E,VVS2,62.0,57.0,1304
1.0,Premium,F,SI1,62.7,59.0,5292
0.34,Ideal,G,VS2,62.2,53.0,596
0.91,Ideal,H,VS2,62.6,57.0,4033
0.31,Ideal,F,IF,61.0,56.0,914
0.23,Very Good,E,VS1,59.6,65.0,378
0.72,Ideal,F,VVS2,60.9,56.0,3746
0.72,Premium,J,I1,62.9,59.0,945
0.73,Very Good,F,VVS2,61.9,59.0,3442
1.02,Premium,D,VVS2,61.4,58.0,10773
1.0,Ideal,I,SI1,58.5,55.0,3472
0.53,Ideal,H,SI1,62.6,56.0,1077
0.52,Very Good,E,VS2,60.9,57.0,1689
0.27,Ideal,D,VVS1,62.2,56.0,622
1.35,Very Good,G,VS2,62.8,59.0,9302
0.9,Ideal,G,SI1,62.6,56.0,3841
1.5,Premium,J,VS2,59.6,60.0,7503
0.81,Ideal,D,VS2,59.5,60.0,4315
0.41,Ideal,H,IF,62.1,56.0,1187
0.46,Ideal,F,SI2,61.4,56.0,881
1.5,Ideal,G,VS1,61.3,56.0,16171
1.2,Premium,J,VS1,59.1,61.0,5107
1.86,Premium,H,SI2,62.3,57.0,11520
1.51,Ideal,G,SI2,61.8,57.0,7103
0.5,Premium,G,VVS2,60.5,62.0,1806
0.51,Ideal,D,VS2,62.4,55.0,1882
1.06,Ideal,G,SI2,62.2,56.0,4778
0.3,Ideal,F,IF,62.0,56.0,1013
1.02,Premium,G,VS2,62.7,61.0,5998
1.55,Premium,G,SI1,59.8,59.0,9600
0.41,Premium,E,VS2,59.8,60.0,999
0.91,Premium,H,SI2,62.7,58.0,3423
1.13,Premium,H,SI2,59.4,58.0,4350
2.09,Premium,G,SI2,59.8,59.0,14024
1.12,Very Good,I,SI2,61.2,59.0,4533
1.53,Premium,G,VS2,59.9,61.0,13206
0.3,Very Good,D,SI1,62.3,57.0,524
0.24,Very Good,F,VS1,62.5,55.0,373
0.52,Ideal,E,VS2,61.7,55.0,1815
0.25,Very Good,D,VVS2,61.3,59.0,575
1.5,Premium,F,VS1,62.6,58.0,14918
1.22,Ideal,H,SI2,61.0,57.0,5099
0.44,Ideal,G,VS1,61.9,54.0,915
0.43,Ideal,H,SI1,62.3,56.0,716
1.59,Very Good,I,VS1,61.2,57.8,11018
0.31,Premium,F,VS2,62.3,59.0,625
0.9,Fair,G,I1,66.0,58.0,2310
0.31,Good,G,VS1,63.7,56.0,802
0.73,Very Good,I,VS1,62.4,56.0,2288
0.9,Ideal,G,SI2,62.7,55.0,3428
0.3,Very Good,F,VVS1,62.5,56.0,682
1.55,Ideal,I,VS1,61.2,55.0,10286
0.34,Ideal,E,SI1,61.0,57.0,765
1.09,Premium,E,VS2,61.6,59.0,7813
1.05,Ideal,D,SI1,60.7,60.0,6196
0.81,Ideal,E,SI2,60.2,57.0,2938
0.9,Premium,G,VS2,59.6,61.0,4022
0.41,Very Good,E,SI2,61.9,55.0,683
0.32,Ideal,D,VS2,61.7,57.0,972
1.01,Very Good,I,SI2,59.2,59.0,3792
1.52,Very Good,H,SI1,60.9,59.0,9642
1.24,Premium,F,SI1,61.4,62.0,6125
0.74,Very Good,E,SI1,61.3,58.0,3009
0.33,Premium,G,VS1,61.8,59.0,666
1.0,Very Good,F,VVS2,62.3,57.0,8772
0.42,Ideal,F,VVS2,61.3,57.0,1142
0.77,Very Good,E,SI2,59.9,61.0,2753
0.7,Good,E,SI2,57.5,58.0,2229
0.53,Ideal,F,VVS2,61.9,56.0,2160
0.91,Very Good,H,VS2,60.8,58.0,4430
1.17,Very Good,D,SI2,60.9,60.0,6062
0.24,Very Good,F,VVS2,62.3,58.0,552
1.25,Premium,I,VS2,62.2,57.0,5925
1.01,Premium,G,VS1,60.7,58.0,6932
1.01,Fair,F,VS1,64.7,54.0,6759
0.72,Premium,D,SI1,62.6,54.0,3048
0.71,Premium,E,VS2,61.0,60.0,2858
0.73,Ideal,E,SI2,62.1,57.0,2155
0.32,Ideal,G,VS1,61.8,55.0,828
1.51,Good,H,SI2,63.1,60.0,7723
1.51,Ideal,G,VS1,60.8,54.0,14733
1.53,Premium,E,SI1,60.8,60.0,12499
0.71,Very Good,H,SI1,62.1,61.0,2354
0.33,Ideal,I,VS2,62.3,54.0,480
1.53,Ideal,G,SI2,62.5,57.0,9596
1.01,Fair,H,SI1,64.6,55.0,4191
0.52,Very Good,F,VVS1,62.0,57.0,2314
1.53,Ideal,H,SI2,59.6,57.0,5631
0.61,Ideal,E,VVS2,61.3,54.0,2823
0.63,Ideal,E,VVS2,61.6,57.0,2697
1.57,Premium,J,VS1,60.8,61.0,7190
0.34,Ideal,D,VS2,61.4,56.0,805
1.31,Very Good,I,SI1,62.6,59.0,6686
0.46,Ideal,H,VS1,62.3,53.0,983
0.31,Ideal,F,VS1,61.2,56.0,821
0.3,Ideal,F,SI1,62.3,56.0,461
0.33,Ideal,E,VVS1,62.6,58.0,852
0.53,Very Good,F,SI1,61.5,59.0,1320
0.3,Ideal,D,VS2,61.7,55.0,710
0.32,Ideal,G,VS2,61.5,57.0,561
1.01,Very Good,F,VS2,62.7,56.0,6159
0.4,Premium,F,VS1,60.4,59.0,1050
0.41,Ideal,G,SI2,61.5,55.0,648
0.73,Ideal,E,SI1,61.4,58.0,2914
1.14,Ideal,E,VVS2,62.3,55.0,10703
0.32,Ideal,G,VVS1,60.2,56.0,1080
1.3,Good,D,SI2,57.1,63.0,6327
1.25,Very Good,H,VS2,62.1,56.0,7305
2.04,Very Good,J,VS2,63.0,58.0,13609
0.31,Ideal,F,IF,62.0,55.0,901
0.75,Ideal,D,VS2,61.7,55.0,3625
0.9,Very Good,G,SI2,62.6,60.0,3593
0.41,Premium,G,VVS2,61.4,58.0,1007
0.45,Ideal,G,VVS2,61.8,57.0,1105
1.73,Premium,F,SI1,58.0,62.0,13365
0.31,Good,D,SI1,63.8,57.0,533
0.71,Ideal,E,VS2,62.5,56.0,2347
0.5,Good,E,VS2,63.3,64.0,1348
2.05,Premium,E,SI2,59.7,59.0,17081
0.73,Very Good,I,VVS1,61.9,57.0,2623
1.0,Very Good,J,VVS1,63.5,59.0,4717
1.0,Good,F,SI2,59.8,65.0,3858
0.72,Ideal,I,VVS2,62.2,54.0,2420
1.0,Very Good,G,I1,62.5,62.0,3011
1.2,Very Good,H,SI1,62.5,59.0,6019
1.82,Very Good,G,SI2,61.3,58.0,11971
1.12,Ideal,H,SI2,63.6,56.0,5331
0.33,Premium,H,VS1,62.1,59.0,579
1.33,Premium,I,VS2,62.5,61.0,6316
1.03,Premium,F,SI1,62.2,59.0,4942
0.3,Very Good,G,VVS1,62.1,56.0,789
0.32,Ideal,G,VVS2,61.6,55.0,708
0.43,Ideal,I,VVS1,61.1,57.0,916
0.7,Good,H,VVS2,63.7,54.0,2477
0.7,Ideal,E,SI1,62.2,57.0,2542
0.32,Premium,J,VS1,61.9,58.0,421
0.33,Ideal,F,VS2,61.9,57.0,854
1.01,Ideal,D,SI1,61.4,59.0,5812
0.71,Ideal,E,VVS2,62.0,57.0,4124
1.11,Premium,H,SI1,58.4,60.0,4842
0.3,Very Good,H,VVS1,61.3,61.0,684
0.73,Very Good,H,VS2,63.1,57.3,2337
0.7,Ideal,F,SI2,60.6,57.2,2237
1.11,Ideal,I,VS2,62.2,56.0,5073
0.71,Very Good,G,VS2,63.1,56.0,2462
1.01,Fair,G,VS2,64.4,58.0,4887
0.71,Very Good,F,SI2,63.4,57.0,2266
2.03,Very Good,I,SI2,61.2,55.0,12714
0.92,Good,D,SI1,60.2,56.0,5259
1.57,Very Good,D,SI1,62.3,59.0,12304
0.75,Premium,F,SI2,60.9,58.0,2274
0.5,Fair,D,SI1,65.1,58.0,1323
0.57,Ideal,D,VS2,61.8,56.0,2103
0.72,Premium,H,SI1,62.5,57.0,2398
1.01,Ideal,E,SI2,61.7,57.0,4044
0.8,Premium,E,SI1,61.5,58.0,3297
0.31,Premium,H,VS2,62.7,59.0,628
1.01,Premium,H,VS1,62.7,58.0,5199
0.45,Good,G,VS1,58.1,61.2,1154
0.39,Premium,G,IF,59.8,55.0,1271
0.56,Very Good,F,SI1,60.0,57.0,1679
0.54,Very Good,G,VVS1,60.6,55.0,1983
1.0,Very Good,G,SI1,59.3,63.0,4827
0.52,Fair,I,VVS2,60.4,66.0,1401
1.7,Ideal,H,VS1,62.4,55.0,13823
1.14,Premium,J,SI2,62.3,56.0,4022
0.41,Very Good,E,VS1,62.8,56.0,834
0.31,Ideal,D,VS2,62.3,55.0,734
0.3,Premium,D,VS2,61.9,58.0,710
0.9,Very Good,H,VS2,62.1,57.0,3989
1.18,Premium,G,VS2,62.3,62.0,7137
0.54,Ideal,H,VS1,61.2,55.0,1454
0.9,Ideal,F,SI1,62.2,55.0,4390
0.51,Very Good,E,VS2,64.1,57.0,1549
0.77,Very Good,F,VVS2,63.5,59.0,3415
0.38,Ideal,D,VVS2,61.5,56.0,1257
0.3,Ideal,E,VVS2,61.2,61.0,731
0.4,Ideal,H,VVS1,62.3,54.0,1088
0.9,Very Good,I,VVS1,63.5,58.0,4161
1.01,Premium,J,I1,60.7,59.0,2602
0.7,Premium,D,IF,60.0,59.0,5027
0.54,Ideal,G,VS2,61.7,56.0,1605
0.73,Premium,I,VVS2,60.6,58.0,2519
0.51,Ideal,G,VVS2,61.6,56.0,1974
1.72,Very Good,F,SI1,63.2,61.0,13622
0.73,Ideal,E,SI2,61.2,54.0,2581
0.28,Very Good,F,VVS2,61.6,56.0,707
0.3,Ideal,H,IF,62.1,55.0,789
1.02,Premium,D,SI2,59.7,60.0,5198
1.21,Very Good,H,VS2,62.9,58.0,6673
1.14,Ideal,E,VVS2,61.6,57.0,11206
0.34,Ideal,H,VS2,61.4,57.0,689
1.03,Premium,E,VS1,62.4,58.0,7919
0.9,Very Good,G,SI2,59.8,61.0,3842
0.4,Ideal,H,VS1,61.8,59.0,1017
1.12,Ideal,E,SI2,62.0,57.0,5546
0.74,Good,H,VS2,63.0,57.0,2327
0.74,Premium,F,SI1,58.8,61.0,2042
0.78,Very Good,G,SI2,63.7,55.9,2401
0.53,Ideal,E,VS2,62.1,56.0,1721
0.56,Ideal,H,VVS2,62.1,57.0,1745
0.4,Premium,G,VS2,62.8,61.0,1035
0.92,Premium,D,I1,63.0,58.0,2698
1.5,Good,H,SI2,58.4,62.0,7714
1.45,Premium,F,VS2,61.1,58.0,11650
0.51,Premium,E,SI1,62.9,57.0,1402
0.8,Ideal,F,IF,60.8,56.0,6674
0.6,Ideal,H,SI2,61.7,54.0,1250
1.06,Very Good,E,VVS2,61.8,58.0,9997
1.1,Very Good,I,VS1,61.0,59.0,4878
1.24,Ideal,H,VS2,61.8,55.0,8726
0.76,Good,G,SI1,57.7,63.0,2447
0.9,Good,G,VS1,64.5,57.0,3977
0.37,Ideal,D,VS2,61.0,56.0,1124
1.02,Very Good,I,SI2,62.8,56.0,3980
1.22,Ideal,J,VS2,62.1,58.0,5297
1.58,Premium,H,VS1,61.7,59.0,11491
2.03,Ideal,G,SI1,60.0,55.8,18757
0.41,Ideal,F,VVS1,61.9,56.0,1295
0.32,Very Good,D,SI1,62.3,55.0,589
0.91,Premium,H,SI2,62.7,58.0,3363
0.37,Ideal,D,VS2,62.3,55.0,763
0.4,Very Good,E,VS1,63.3,55.0,909
0.37,Premium,E,VS2,61.5,58.0,811
0.43,Premium,E,VS1,62.3,58.0,1209
0.31,Ideal,D,VVS2,61.0,55.0,1074
0.32,Ideal,G,VVS2,61.6,56.0,708
0.32,Ideal,I,VS1,62.3,57.0,505
1.19,Ideal,D,VS1,61.1,57.0,10079
0.55,Ideal,F,VS2,61.7,57.0,1692
0.5,Good,D,SI2,58.5,64.0,958
1.0,Fair,G,VS1,58.7,67.0,5853
1.0,Very Good,G,VVS2,59.5,61.0,7453
1.03,Ideal,E,SI2,61.7,55.0,5491
0.53,Premium,J,VS2,62.7,56.0,1093
0.85,Ideal,G,SI2,62.0,57.0,2913
0.51,Premium,G,SI2,59.9,60.0,1004
0.42,Ideal,G,SI2,60.7,57.0,829
0.41,Ideal,F,VS2,61.1,56.0,1107
0.72,Good,G,VS2,63.4,53.0,2311
1.03,Very Good,E,SI2,61.7,54.9,5393
2.1,Premium,E,SI2,62.9,59.0,16783
0.51,Ideal,H,IF,60.3,58.0,1899
0.65,Good,I,VS1,61.1,61.7,1744
0.33,Ideal,F,IF,61.3,55.0,1240
0.5,Premium,D,SI2,62.9,58.0,997
0.34,Ideal,E,SI1,62.9,56.0,765
0.31,Ideal,F,IF,61.4,56.0,1168
0.4,Very Good,J,IF,62.2,61.0,828
0.54,Ideal,F,SI1,61.8,56.0,1669
0.36,Premium,E,SI2,62.4,58.0,605
1.5,Very Good,H,SI1,61.5,62.0,8791
0.3,Premium,D,VVS2,60.7,59.0,950
1.51,Premium,H,SI1,58.0,59.0,10063
0.54,Premium,D,VS2,61.6,55.0,1913
0.9,Very Good,G,VS2,58.4,61.0,4276
0.77,Premium,H,SI1,60.7,58.0,2369
0.31,Ideal,D,VS2,62.1,54.0,942
0.33,Premium,I,VVS1,61.7,61.0,780
0.31,Ideal,G,VVS1,61.6,57.0,789
1.08,Ideal,D,SI1,62.7,57.0,6539
0.47,Ideal,I,VS2,62.1,54.0,884
1.01,Premium,I,VS2,62.5,58.0,4592
0.9,Ideal,D,SI1,61.3,58.0,4661
1.12,Very Good,D,SI2,61.2,60.0,5233
1.4,Ideal,F,VVS1,61.9,57.0,16808
1.25,Ideal,H,VS1,62.1,57.0,8365
1.5,Good,E,SI1,63.9,54.0,11948
0.4,Ideal,G,VS2,62.5,54.0,792
0.61,Ideal,E,VVS1,59.9,61.0,3212
0.32,Ideal,G,VS2,62.0,57.0,561
0.27,Ideal,E,VS1,61.6,56.0,470
0.71,Ideal,J,VS1,61.9,55.0,1932
1.01,Very Good,F,VS2,61.4,54.0,5988
0.91,Good,H,SI1,63.9,60.0,3425
2.22,Premium,I,SI2,62.9,59.0,15184
1.5,Fair,D,SI2,68.8,57.0,7469
1.2,Ideal,H,SI1,61.3,57.0,6675
0.73,Ideal,G,VS1,60.8,56.4,3209
1.74,Good,I,SI2,60.1,64.0,8731
1.22,Ideal,F,SI2,62.5,56.2,6401
0.37,Ideal,F,VVS2,60.0,59.0,839
0.3,Ideal,F,VVS2,61.4,56.0,694
0.67,Very Good,G,VVS1,62.0,56.0,3178
0.32,Ideal,H,VVS1,61.9,55.0,730
1.0,Very Good,D,SI1,63.2,60.0,5851
1.07,Premium,I,SI1,58.4,60.0,4075
0.43,Very Good,G,VS2,62.4,56.0,852
0.55,Ideal,F,SI2,61.4,55.0,1183
0.96,Premium,I,SI2,59.1,62.0,2454
0.63,Ideal,E,VS1,61.9,55.0,2565
0.51,Good,G,SI2,63.2,57.0,1002
1.13,Ideal,G,VVS1,61.2,57.0,9049
0.44,Ideal,G,IF,61.3,55.0,1378
0.77,Very Good,G,SI1,63.2,57.0,2586
1.01,Premium,G,SI1,62.5,60.0,4672
0.3,Ideal,G,VS2,62.2,57.0,675
1.17,Ideal,G,VVS1,61.7,57.0,10342
1.03,Very Good,E,VS1,62.8,55.0,7677
0.42,Ideal,D,SI1,61.5,56.0,1040
2.01,Very Good,I,VS2,59.6,62.0,15919
0.45,Ideal,F,SI1,60.8,56.0,930
0.31,Premium,H,IF,61.7,58.0,816
0.35,Good,H,VS2,63.7,57.0,709
0.53,Premium,H,SI1,61.2,60.0,1159
1.02,Premium,H,I1,62.5,60.0,3141
0.9,Premium,H,VVS2,62.4,58.0,4657
0.73,Ideal,G,SI1,61.4,57.0,3089
1.15,Very Good,G,I1,61.2,58.0,3510
0.3,Ideal,H,VVS2,62.7,53.0,590
0.91,Premium,D,SI1,59.0,61.0,4663
0.28,Very Good,F,VS2,61.7,58.0,487
0.46,Good,G,VVS2,60.2,60.5,1245
0.7,Ideal,F,SI1,61.3,57.0,2700
0.38,Very Good,I,SI1,59.7,62.0,601
0.3,Very Good,D,SI2,63.3,57.0,574
0.72,Very Good,H,SI1,60.3,55.0,2505
0.3,Ideal,E,VVS2,61.7,53.8,779
0.56,Ideal,H,VVS1,60.8,57.0,1929
0.32,Ideal,E,VS1,61.7,56.0,758
1.04,Premium,I,SI2,62.0,57.0,3774
0.3,Ideal,D,SI1,62.2,56.0,552
0.9,Very Good,F,SI1,62.6,60.0,3950
0.32,Ideal,E,VS2,62.1,55.0,900
0.43,Ideal,E,VVS1,61.0,57.0,1827
1.02,Very Good,D,VS2,59.8,61.0,6785
0.9,Good,E,SI2,63.7,63.0,3595
0.57,Ideal,F,VS1,61.0,56.0,2193
1.1,Ideal,H,VS1,61.4,57.0,6470
1.23,Premium,I,VS1,61.6,58.0,5632
1.06,Ideal,I,SI2,61.3,56.0,4167
0.33,Ideal,I,VS2,61.5,57.0,463
1.2,Very Good,G,VS2,63.3,58.0,7741
0.33,Ideal,G,VS1,62.3,54.0,854
0.41,Ideal,F,VVS1,62.0,55.0,1295
1.0,Good,E,VS2,63.1,56.0,6776
1.0,Premium,G,VVS1,62.1,59.0,8154
0.36,Premium,E,SI2,61.5,58.0,505
1.0,Very Good,E,SI2,62.2,59.0,4312
0.51,Ideal,H,VS2,60.1,60.0,1428
0.57,Very Good,G,SI2,60.5,56.0,1171
1.35,Fair,J,SI1,65.2,56.0,5524
0.51,Fair,F,VVS2,65.4,60.0,3920
0.5,Very Good,D,VS2,61.2,56.0,1628
0.3,Premium,F,SI1,61.7,59.0,641
0.38,Ideal,G,VS1,62.3,55.0,817
0.32,Ideal,E,SI1,63.2,55.0,528
0.94,Very Good,D,SI2,60.9,62.0,3691
0.4,Ideal,E,SI1,60.6,56.0,772
0.76,Ideal,F,VS1,62.2,56.0,3680
0.9,Good,F,SI2,63.2,58.0,3318
2.09,Premium,F,SI2,61.7,59.0,17840
0.31,Good,G,VVS1,58.0,62.0,761
1.36,Ideal,H,VS2,59.9,57.0,9279
0.31,Ideal,D,SI1,60.8,56.0,732
0.7,Ideal,F,VS1,62.2,55.0,2381
2.04,Very Good,H,SI2,62.7,56.0,15618
1.37,Premium,H,VS1,60.9,59.0,8424
2.03,Ideal,H,SI2,61.9,57.0,11379
0.4,Ideal,G,VS2,61.1,56.0,1240
0.8,Ideal,F,SI2,61.4,56.0,3064
1.01,Premium,D,SI1,61.5,59.0,5860
1.62,Good,J,SI2,64.2,62.0,6112
0.64,Ideal,F,VS2,61.1,56.0,2419
0.45,Fair,F,SI1,57.9,66.0,794
1.04,Ideal,E,VVS2,62.0,58.0,9552
1.0,Premium,G,SI1,63.0,59.0,4956
2.02,Very Good,I,SI2,61.1,61.0,13865
1.18,Premium,I,SI2,62.9,58.0,3925
0.34,Premium,E,VS2,61.0,59.0,956
0.37,Premium,I,VVS1,62.4,58.0,681
0.53,Good,D,SI2,54.3,65.0,1352
0.76,Ideal,F,SI1,62.7,57.0,2607
0.36,Premium,E,VS2,61.3,60.0,1013
0.31,Ideal,E,VVS1,61.1,56.0,863
0.3,Very Good,H,VVS1,63.3,60.0,878
0.7,Good,F,SI1,57.7,65.0,2167
0.55,Ideal,H,VS1,62.3,56.0,1634
0.7,Ideal,I,VS1,61.5,56.0,2490
0.3,Ideal,F,VS1,61.3,55.0,570
0.54,Ideal,E,SI2,62.1,56.0,1163
1.6,Ideal,F,VS2,60.1,57.0,13853
1.24,Premium,D,SI2,61.4,59.0,6840
1.5,Very Good,I,SI1,63.1,54.0,8408
1.12,Ideal,I,SI1,60.3,57.0,6143
0.46,Good,E,SI1,62.7,58.0,967
0.51,Ideal,D,SI1,61.8,55.0,1574
1.04,Ideal,F,VS2,60.1,59.0,7035
1.51,Very Good,G,VS2,63.1,56.0,12551
1.12,Ideal,I,SI2,62.4,57.0,3688
0.41,Premium,D,SI1,61.4,58.0,1015
1.22,Premium,H,SI2,61.6,59.0,5192
0.31,Ideal,D,VS2,61.2,55.0,942
0.39,Very Good,I,VS1,63.1,58.0,921
0.57,Ideal,G,VS2,61.5,55.0,1691
1.01,Fair,F,SI2,67.3,62.0,3597
2.07,Premium,E,SI2,61.4,58.0,13786
0.66,Very Good,E,SI2,61.3,57.2,1769
0.54,Very Good,H,SI1,63.3,57.0,1240
1.67,Ideal,D,SI1,62.6,54.0,14154
0.51,Very Good,D,VS2,62.0,59.0,1716
0.35,Ideal,D,VVS1,61.5,57.0,1167
1.71,Ideal,G,SI1,62.1,56.0,13196
0.4,Ideal,F,VS2,62.3,54.0,767
0.41,Ideal,F,VS2,61.8,56.0,1107
1.53,Good,E,SI1,63.5,58.0,11303
0.33,Premium,H,VS2,58.8,62.0,624
0.77,Very Good,I,VS2,60.2,59.0,2584
